"Ми хочемо піти на екскурсію до музею, а ви до театру.","Ми хочемо піти на екскурсію до музею, а ви ___ до театру."
"Вони прийшли до мене не у середу, а у четверг.","Вони прийшли до мене не у середу, а ___ у четверг."
"Я про все шкодую, а батько ні про що.","Я про все шкодую, а батько ні про що ___."
"Він має уродини у червні, і вона теж.","Він має уродини у червні, і вона теж ___."
"Ми дуже хочемо подорожувати Україною, але зараз не можемо.","Ми дуже хочемо подорожувати Україною, але зараз не можемо ___."
"Він говорить з чужим акцентом, але ми не знаємо чому.","Він говорить з чужим акцентом, але ми не знаємо чому ___."
"У понеділок ми читали першу частину роману, а у вівторок другу.","У понеділок ми читали першу частину роману, а у вівторок ___ другу ___."
"Батько не їсть зелену цібулю, тільки червону.","Батько не їсть зелену цібулю, ___ тільки червону ___."
"Я зробив одну канапку уранці, й потім ще одну увечері.","Я зробив одну канапку уранці, й потім ще одну ___ увечері."
"Я сьогодні розмовляю голосніше, ніж учора.","Я сьогодні розмовляю голосніше, ніж ___ учора."
"Лідія переїде в Харків, а ії сестра в Одесу.","Лідія переїде в Харків, а ії сестра ___ в Одесу."
"Я спочатку приправлю суп паприкою, а потім чорним перцем.","Я спочатку приправлю суп паприкою, а потім ___ чорним перцем."
"Вона вбила його, але чим не знаємо.","Вона вбила його, але чим ___ не знаємо."
"У зоопарку я люблю дивитися на слонів, і мої сестри теж.","У зоопарку я люблю дивитися на слонів, і мої сестри теж ___."
"Вони купили надувний замок, але не ясно кому.","Вони купили надувний замок, але не ясно кому ___."
"Віра й Олена читають газету, а Борис книгу.","Віра й Олена читають газету, а Борис ___ книгу."
"Я не вмію готувати так добре, як ти.","Я не вмію готувати так добре, як ти ___."
"Я не вмію танцювати танґо, але хочу навчитися.","Я не вмію танцювати танґо, але ___ хочу навчитися ___."
"У дитинстві я їв багато морозива, але зараз мало.","У дитинстві я їв багато морозива, але зараз ___ мало ___."
"У минулому році ми вирощували тільки картоплю, але у цьому році і картоплю, і огірки.","У минулому році ми вирощували тільки картоплю, але у цьому році ___ і картоплю, і огірки."
"Подруга завжди рекомендує мені нову музику, але я ще слухаю стару.","Подруга завжди рекомендує мені нову музику, але я ще слухаю стару ___."
"Мені треба прибрати кімнату для гостей сьогодні, а тобі завтра.","Мені треба прибрати кімнату для гостей сьогодні, а тобі ___ завтра."
Мої батьки мешкають у Чернігові і сестра теж.,Мої батьки мешкають у Чернігові і сестра теж ___.
"Я збираюся купити машину, а ти продати.","Я збираюся купити машину, а ти ___ продати ___."
"Я волію слухати його старі пісні, а не нові.","Я волію слухати його старі пісні, а ___ не ___ нові ___."
"Розмоляю українською, але не дуже добре.","Розмоляю українською, але не дуже добре ___."
"Данило та Павло використовують у спортзалі великі гантелі, а Іван малі.","Данило та Павло використовують у спортзалі великі гантелі, а Іван ___ малі ___."
"Мій брат думає, що краще полювати з луком, ніж з гвинтівкою.","Мій брат думає, що краще полювати з луком, ніж ___ з гвинтівкою."
"Офіцери носять кашкети, а солдати прості пілотки.","Офіцери носять кашкети, а солдати ___ прості пілотки."
"Я приправлю суп паприкою, а ти чорним перцем.","Я приправлю суп паприкою, а ти ___ чорним перцем."
"Максимові подобається чай, а Галині кава.","Максимові подобається чай, а Галині ___ кава."
"Він відремонтував моє авто, але я не розумію як.","Він відремонтував моє авто, але я не розумію як ___."
"Я їм більше фруктів, ніж овочів.","Я їм більше фруктів, ніж ___ овочів."
"Вона встала й вийшла, але ії чоловік не знав чому.","Вона встала й вийшла, але ії чоловік не знав чому ___."
"Вони можуть бігати швидше, ніж я.","Вони можуть бігати швидше, ніж я ___."
"Ніколи не хочу користуватися духовкою, тому що важко.","Ніколи не хочу користуватися духовкою, тому що ___ важко."
"Він добре розуміє математику, й біологію також.","Він добре розуміє математику, й ___ біологію також."
"Учора тут падав дощ, а не сніг.","Учора тут падав дощ, а ___ не сніг."
"Перша людина з Радянського Союза полетіла у космос 12 квітня, 1961, а перша з США 5 травня 1961.","Перша людина з Радянського Союза полетіла у космос 12 квітня, 1961, а перша ___ з США ___ 5 травня 1961."
"Павло грає на скрипці, Данило на віолончелі а Петро роялі.","Павло грає на скрипці, Данило ___ на віолончелі а Петро ___ роялі."
Я ненавиджу Марка і ти теж.,Я ненавиджу Марка і ти теж ___.
"Я підготую матеріали на понеділок, а ти на вівторок.","Я підготую матеріали на понеділок, а ти ___ на вівторок."
"Він придумав мелодію песни, а вона текст.","Він придумав мелодію песни, а вона ___ текст ___."
"Вона вмерла у 1975, а ії чоловік на рік пізніше у 1976.","Вона вмерла у 1975, а ії чоловік ___ на рік пізніше у 1976."
"Я не вмію танцювати, а мій брат плавати.","Я не вмію танцювати, а мій брат ___ плавати."
"Жуков вів свою армію на Берлін з півночі, а Конєв з півдня.","Жуков вів свою армію на Берлін з півночі, а Конєв ___ з півдня."
Батькові.,Батькові ___.
"Його вбили, але не знаю чому.","Його вбили, але не знаю чому ___."
"Вони ненавидять наш дім, але люблять свій.","Вони ненавидять наш дім, але ___ люблять свій ___."
"Іра не така модна, як Юля.","Іра не така модна, як Юля ___."
"Сорочка мені трошки завелика, а штани замалі.","Сорочка мені трошки завелика, а штани ___ замалі."
"Моя мати хоче новий комп'ютер, але ще не знає, якого бренду.","Моя мати хоче новий комп'ютер, але ___ ще не знає, якого бренду ___."
"Я більше п'ю віскі, ніж він горілку.","Я більше п'ю віскі, ніж він ___ горілку."
"Він сумнівається, що колись виграє у лото, але все одно сподівається.","Він сумнівається, що колись виграє у лото, але все одно сподівається ___."
"Він завжди замовляє холодні страви, а вона гарячі.","Він завжди замовляє холодні страви, а вона ___ гарячі ___."
"Коти бавляться малими іграшками, а пси великими.","Коти бавляться малими іграшками, а пси ___ великими ___."
"У 1950-ому році у Детройті мешкало понад 1,8 мільйона осіб, а вже у 2000-ому році менше мільйона.","У 1950-ому році у Детройті мешкало понад 1,8 мільйона осіб, а вже у 2000-ому році ___ менше мільйона."
"Іван пише книгу, а Микола музику.","Іван пише книгу, а Микола ___ музику."
"Завтра я принесу лід, а ти пиво.","Завтра я принесу лід, а ти ___ пиво."
"Мені подобаються майже всі страви з цього індійського ресторану, а моїй дівчині тільки одна.","Мені подобаються майже всі страви з цього індійського ресторану, а моїй дівчині ___ тільки одна ___."
"На 5-ому каналі прогноз погоди обіцяє трошки дощу, а на 8-ому каналі реальний ураган.","На 5-ому каналі прогноз погоди обіцяє трошки дощу, а на 8-ому каналі ___ реальний ураган."
"Я їм більше фруктів, ніж Михайло.","Я їм більше фруктів, ніж Михайло ___."
"Ми прийшли сюди тому, що ми хотіли.","Ми прийшли сюди тому, що ми хотіли ___."
"Ми вчимося мовам, а наші друзі бізнесу.","Ми вчимося мовам, а наші друзі ___ бізнесу."
"На Різдво моя сестра готує вареники з картоплею, а я з м'ясом.","На Різдво моя сестра готує вареники з картоплею, а ___ я ___ з м'ясом."
"Вона знає більше про свою країну, ніж він.","Вона знає більше про свою країну, ніж він ___."
"Я розмовляю голосніше англійскою, ніж українською.","Я розмовляю голосніше англійскою, ніж ___ українською."
"Я зробив канапку учора вранці, й потім ще раз ввечері.","Я зробив канапку учора вранці, й потім ще раз ___ ввечері."
"Я добре розумію математику, але не біологію.","Я добре розумію математику, але ___ не ___ біологію."
"Перший космонавт з Радянського Союза полетів у космос 12 квітня, 1961, а перший з США 5 травня 1961.","Перший космонавт з Радянського Союза полетів у космос 12 квітня, 1961, а перший ___ з США ___ 5 травня 1961."
"Іван щодня грає у футбол, і я теж.","Іван щодня грає у футбол, і я теж ___."
"Вони запрошували мене піти на озеро, але я не мав часу.","Вони запрошували мене піти на озеро, але я не мав часу ___."
"Григорій готує макарони, а Олена песто.","Григорій готує макарони, а Олена ___ песто."
Кожен рік він випадково розбиває чашку і його мати теж.,Кожен рік він випадково розбиває чашку і його мати теж ___.
Вона вважає його доброю людиною і він ії.,Вона вважає його доброю людиною і він ___ ії ___.
"Щодня вранці батько їсть пластівці, і ввечері також.","Щодня вранці батько їсть пластівці, і ___ ввечері ___ також."
"Хоч ми хотіли порушити закон, ми не наважилися.","Хоч ми хотіли порушити закон, ми не наважилися ___."
"Чи не можеш відповісти, чи просто просто не хочеш?","Чи не можеш відповісти, чи просто просто не хочеш ___?"
"Сьогодні підемо в бар, але мені ще не сказали коли.","Сьогодні підемо в бар, але мені ще не сказали коли ___."
"Я поставив йому три питання, і ти теж.","Я поставив йому три питання, і ти теж ___."
"Вони зараз розмовляють українською мовою, не російською.","Вони зараз розмовляють українською мовою, ___ не ___ російською."
"Я не готую так добре, як ти.","Я не готую так добре, як ти ___."
"Лідія каже, що Іван видалив файли випадково, а Марія каже, що навмисно.","Лідія каже, що Іван видалив файли випадково, а Марія каже, що ___ навмисно."
Багато?,Багато ___?
"Моя дочка хоче стати не просто простою бізнесменкою, а найбагатшою у світі.","Моя дочка хоче стати не просто простою бізнесменкою, а ___ найбагатшою ___ у світі."
"Григорій мешкає у Львові, а Дмитро у Києві.","Григорій мешкає у Львові, а Дмитро ___ у Києві."
"Кордон Фінландії з Росією довгий, з Норвегією короткий, а з Швецією - десь посередині.","Кордон Фінландії з Росією довгий, ___ з Норвегією короткий, а ___ з Швецією - десь посередині."
"Закон в США забороняє володіння наркотиками, не вживання.","Закон в США забороняє володіння наркотиками, ___ не вживання ___."
"Там я уперше спробував сало, й ти теж.","Там я уперше спробував сало, й ти ___ теж."
"Там я уперше спробував сало, а ти зрази.","Там я уперше спробував сало, а ти ___ зрази."
"Я був на канікулах у Франції, сестра в Ірландії, а мої батьки у Швеції.","Я був на канікулах у Франції, сестра ___ в Ірландії, а мої батьки ___ у Швеції."
"Я приготував питання не тільки Радославу, але й Яні.","Я приготував питання не тільки Радославу, але й ___ Яні."
Тоді яке?!,Тоді яке ___?!
"Це речення вважається в англійській мові неправильним, але в українській правильним.","Це речення вважається в англійській мові неправильним, але ___ в українській ___ правильним."
"У зоопарку моя мати завжди любить дивитися на тюленів, а мій батько на пінгвінів.","У зоопарку моя мати завжди любить дивитися на тюленів, а мій батько ___ на пінгвінів."
"Ми поїдемо до парку машиною, а вони велосипедом.","Ми поїдемо до парку машиною, а вони ___ велосипедом."
"Я хотів чай з Китаю, не з Індії.","Я хотів чай з Китаю, ___ не ___ з Індії."
"На цій плантації вирощують, збирають, і обробляють алое, а на цій тютюн.","На цій плантації вирощують, збирають, і обробляють алое, а на цій ___ тютюн."
"Як тільки він поверне мою книгу сьогодні, то мені байдуже о котрій годині.","Як тільки він поверне мою книгу сьогодні, то мені байдуже о котрій годині ___."
"Чоловік описує якесь місто, але нам незрозуміло, яке.","Чоловік описує якесь місто, але нам незрозуміло, яке ___."
"Щороку я перечитуваю ""Володара перснів"", а моя сестра ""Гобіта"".","Щороку я перечитуваю ""Володара перснів"", а моя сестра ___ ""Гобіта""."
"Федір часто знайомиться з новими людьми, а Олена рідко.","Федір часто знайомиться з новими людьми, а Олена ___ рідко."
"Я поставив йому три питання, і ти теж.","Я поставив йому три питання, і ти теж ___."
"Я не їм стільки, як він.","Я не їм стільки, як він ___."
"Я не хотів, але учора ми ходили в кіно.","Я не хотів ___, але учора ми ходили в кіно."
"Вона мене не любить, а я ії.","Вона мене не любить, а я ії ___."
"Мені учора щось снилося, але не памятаю що.","Мені учора щось снилося, але не памятаю що ___."
"У дитинстві я грав у баскетбол, а мій приятель у бейсбол.","У дитинстві я грав у баскетбол, а ___ мій приятель ___ у бейсбол."
"Я приготував питання не тільки до Радослава, але й до Яни.","Я приготував питання не тільки до Радослава, але й ___ до Яни."
"Я поставив йому три питання, а їй тільки два.","Я поставив йому три питання, а ___ їй тільки два ___."
"Іван посміхається, і Михайло знає чому?","Іван посміхається, і Михайло знає чому ___?"
"Я сьогодні розмовляю голосніше, ніж Іван учора.","Я сьогодні розмовляю голосніше, ніж Іван ___ учора."
"Щось купили на ринку, але ще не сказали що.","Щось купили на ринку, але ще не сказали що ___."
"Я люблю пиво, а ти вино.","Я люблю пиво, а ти ___ вино."
"Вона знає більше про свою країну, ніж він.","Вона знає більше про свою країну, ніж він ___."
Я ненавиджу Марка і тебе теж.,Я ненавиджу Марка і тебе теж ___.
"Іван грає у футбол щодня, а я раз на місяць.","Іван грає у футбол щодня, а я ___ раз на місяць."
"Моя мати хоче новий комп'ютер, але ще не знає, який.","Моя мати хоче новий комп'ютер, але ___ ще не знає, який ___."
"Моя дружина завжди приймає душ вранці, а я ввечері.","Моя дружина завжди приймає душ вранці, а я ___ ввечері."
"Він сумнівається, що колись виграє у лото, але все одно сподівається.","Він сумнівається, що колись виграє у лото, але все одно сподівається ___."
Чому?,Чому ___?
"Там я уперше спробував сало, а ти зрази.","Там я уперше спробував сало, а ти ___ зрази."
"Демократи голосують за законопроєкт, а республиканці проти.","Демократи голосують за законопроєкт, а республиканці ___ проти ___."
"Щодня вранці батько їсть пластівці, а ввечері стейк.","Щодня вранці батько їсть пластівці, а ___ ввечері ___ стейк."
"Незнайомий дав мені подарунок, але не знаю за що.","Незнайомий дав мені подарунок, але не знаю за що ___."
"Він добре готує суп з м'ясом, а вона без мяса.","Він добре готує суп з м'ясом, а вона ___ без мяса."
"Я поставив йому три питання, і тобі теж.","Я поставив йому три питання, і ___ тобі ___ теж."
"Я розбив чашку, а сестра тарілку.","Я розбив чашку, а сестра ___ тарілку."
"Чоловік описує якесь місто, але нам неясно, яке.","Чоловік описує якесь місто, але нам неясно, яке ___."
"Максимові подобається шоколад, а Галині цукерки.","Максимові подобається шоколад, а Галині ___ цукерки."
"Вони сміються, але не знаємо над ким.","Вони сміються, але не знаємо над ким ___."
"Ці квитки на концерт було куплено для нас, а не для вас.","Ці квитки на концерт було куплено для нас, а ___ не ___ для вас."
"Моя мати працює не тільки вдень, а і ввечері.","Моя мати працює не тільки вдень, а і ___ ввечері."
"Ми дуже хочемо подорожувати по Україні, але зараз не можемо.","Ми дуже хочемо подорожувати по Україні, але зараз не можемо ___."
"Я не можу бачити без окуларів, а моя дівчина може.","Я не можу бачити без окуларів, а моя дівчина може ___."
"Хочу поїхати за кордон, але не знаю куди.","Хочу поїхати за кордон, але не знаю куди ___."
"Там я уперше спробував сало, й ти теж.","Там я уперше спробував сало, й ти ___ теж."
"Краще втратити цілий день, ніж цілий тиждень.","Краще втратити цілий день, ніж ___ цілий тиждень."
"Іван щодня грає у футбол, а я в теніс.","Іван щодня грає у футбол, а я ___ в теніс."
"По понеділкам я ходжу з лекції до магазину вранці, а по п'ятницям ввечері.","По понеділкам я ходжу з лекції до магазину вранці, а по п'ятницям ___ ввечері."
"В Америці ми прикрашаемо ялку на Різдво, а в Россії на Новий рік.","В Америці ми прикрашаемо ялку на Різдво, а в Россії ___ на Новий рік."
"В Україні зараз борються з ворогами, а зараз в Америці одне з одним.","В Україні зараз борються з ворогами, а зараз в Америці ___ одне з одним."
"Я хотів кращу шапку, не цю.","Я хотів кращу шапку, ___ не ___ цю ___."
"Мої друзі поїдуть туда літаком, а я машиною.","Мої друзі поїдуть туда літаком, а я ___ машиною."
"Я волію їсти зрази з яловичини, а ти з свинини.","Я волію їсти зрази з яловичини, а ти ___ з свинини."
"Я його люблю, але не так сильно.","Я його люблю, але ___ не так сильно."
"До піци я завжди додаю цібулю, а моя дівчина перець.","До піци я завжди додаю цібулю, а моя дівчина ___ перець."
"США офіційно проголосили незалежність від Велико-Британії у 1783 році, а Україна від Радянського Союза у 1991 році.","США офіційно проголосили незалежність від Велико-Британії у 1783 році, а Україна ___ від Радянського Союза у 1991 році."
"Мені подобається ця пісня, але не знаю чому.","Мені подобається ця пісня, але не знаю чому ___."
"Я в'їхав велосипедом у машину не два рази, а три.","Я в'їхав велосипедом у машину не два рази, а ___ три ___."
"Моя дівчина завжди хоче ходити в кіно, а я николі не хочу.","Моя дівчина завжди хоче ходити в кіно, а я николі не хочу ___."
"Я вмію керувати човном, але не літаком.","Я вмію керувати човном, але не ___ літаком."
"Журавлі літають швидше, ніж голуби.","Журавлі літають швидше, ніж голуби ___."
"В англійській мові неможливо зробити складний іменник з 20-и слів, а в німецкій можливо.","В англійській мові неможливо зробити складний іменник з 20-и слів, а в німецкій ___ можливо ___."
"Я розмовляю голосніше, ніж Іван.","Я розмовляю голосніше, ніж Іван ___."
"Добрі студенти завжди роблять домашне завдання, а погані студенти ніколи.","Добрі студенти завжди роблять домашне завдання, а погані студенти ніколи ___."
"Мені подобаються майже всі страви з цього індійського ресторану, і моїй дівчині теж.","Мені подобаються майже всі страви з цього індійського ресторану, і моїй дівчині теж ___."
"Він має уродини у червні, а вона у жовтні.","Він має уродини у червні, а вона ___ у жовтні."
